channel_url,title,author,rss_url,confidence_score,api_title,api_author
https://castbox.fm/channel/The-Dollop-with-Dave-Anthony-and-Gareth-Reynolds-id4761996,The Dollop with Dave Anthony and Gareth Reynolds,All Things Comedy,https://www.omnycontent.com/d/playlist/885ace83-027a-47ad-ad67-aca7002f1df8/22b063ac-654d-428f-bd69-ae2400349cde/65ff0206-b585-4e2a-9872-ae240034c9c9/podcast.rss,1.0,The Dollop with Dave Anthony and Gareth Reynolds,All Things Comedy
https://castbox.fm/channel/Binance-Podcast-id2163161,Binance Podcast,Binance,http://rss.castbox.fm/everest/0e3a5bb5f104472681fec5242aa3e5e8.xml,1.0,Binance Podcast,Binance
https://castbox.fm/channel/American-Innovations-id1244953,American Innovations,Wondery,,,,
https://castbox.fm/channel/My-First-Million-id3920831,My First Million,Hubspot Media,https://feeds.megaphone.fm/HS2300184645,1.0,My First Million,Hubspot Media
https://castbox.fm/channel/The-Inside-Story-Podcast-id4594959,The Inside Story Podcast,Al Jazeera,https://www.omnycontent.com/d/playlist/9c074afa-3313-47e8-b802-a9f900789975/223113c5-ff31-4f9a-b650-ada90106df0f/7c994764-510f-469f-80a3-ada901076c74/podcast.rss,1.0,The Inside Story Podcast,Al Jazeera
https://castbox.fm/channel/HBR-IdeaCast-id1877,HBR IdeaCast,Harvard Business Review,http://feeds.harvardbusiness.org/harvardbusiness/ideacast,1.0,HBR IdeaCast,Harvard Business Review
https://castbox.fm/channel/Rättegångspodden-id5011732,Rättegångspodden,Tall Tale | Nils Bergman,,,,
https://castbox.fm/channel/Atlanta-Monster-id4892627,Atlanta Monster,iHeartPodcasts and Tenderfoot TV,https://www.omnycontent.com/d/playlist/e73c998e-6e60-432f-8610-ae210140c5b1/c87d032f-eef9-4503-b3fd-ae2e01547101/9dbbaaec-9950-4aa4-9958-ae2e0154710f/podcast.rss,1.0,Atlanta Monster,iHeartPodcasts and Tenderfoot TV
https://castbox.fm/channel/Liquidity-%26-Liquor-id5330890,Success Story with Scott D. Clary,Scott D. Clary,https://rss2.flightcast.com/l7xey1psb3ty8jkk6kkbx31a.xml,0.8257575757575758,Success Story with Scott D. Clary,Success Story Media
https://castbox.fm/channel/Discovery-id468582,Discovery,BBC World Service,https://podcasts.files.bbci.co.uk/p002w557.rss,1.0,Discovery,BBC World Service
https://castbox.fm/channel/Stuff-They-Don't-Want-You-To-Know-id4855446,Stuff They Don't Want You To Know,iHeartPodcasts,https://omnycontent.com/d/playlist/e73c998e-6e60-432f-8610-ae210140c5b1/2E824128-FBD5-4C9E-9A57-AE2F0056B0C4/66D98A23-900C-44B0-A40B-AE2F0056B0DB/podcast.rss,1.0,Stuff They Don't Want You To Know,iHeartPodcasts
https://castbox.fm/channel/Slow-Burn-id4968572,Slow Burn,Slate Podcasts,https://feeds.acast.com/public/shows/6965759d79fe7d554545528a,1.0,Slow Burn,Slate Podcasts
https://castbox.fm/channel/NPR-News-Now-id2698770,NPR News Now,NPR,https://feeds.npr.org/500005/podcast.xml,1.0,NPR News Now,NPR
https://castbox.fm/channel/Mordpodden-id3783320,Mordpodden,Podme / Linnéa Bohlin och Amanda Karlsson,https://podcast.stream.schibsted.media/podme/40?podcast,1.0,Mordpodden,Podme / Linnéa Bohlin och Amanda Karlsson
https://castbox.fm/channel/In-the-Bubble-with-Andy-Slavitt-id4089031,In the Bubble with Andy Slavitt,Lemonada Media,https://www.omnycontent.com/d/playlist/796469f9-ea34-46a2-8776-ad0f015d6beb/202f895c-880d-413b-94ba-ad11012c73e7/4b274bdb-7691-4417-8588-ad11012c73fa/podcast.rss,1.0,In the Bubble with Andy Slavitt,Lemonada Media
https://castbox.fm/channel/Unexplained-id5515657,Unexplained,iHeartPodcasts,https://www.omnycontent.com/d/playlist/e73c998e-6e60-432f-8610-ae210140c5b1/4be3ef45-824a-44b3-b437-b038010038fc/3eb75c81-5ed8-4148-bb7b-b03801003947/podcast.rss,1.0,Unexplained,iHeartPodcasts
https://castbox.fm/channel/The-Art-of-Manliness-id4608772,The Art of Manliness,The Art of Manliness,https://rss.art19.com/the-art-of-manliness,1.0,The Art of Manliness,The Art of Manliness
https://castbox.fm/channel/My-Brother%2C-My-Brother-And-Me-id2617127,"My Brother, My Brother And Me",The McElroys,https://feeds.simplecast.com/wjQvYtdl,1.0,"My Brother, My Brother And Me",The McElroys
https://castbox.fm/channel/Culips-Everyday-English-Podcast-id423483,Culips Everyday English Podcast,Culips English Podcast,https://esl.culips.com/feed/podcast/,1.0,Culips Everyday English Podcast,Culips English Podcast
https://castbox.fm/channel/The-Intelligence-from-The-Economist-id5598735,The Intelligence from The Economist,The Economist,https://access.acast.com/rss/d556eb54-6160-4c85-95f4-47d9f5216c49,1.0,The Intelligence from The Economist,The Economist
https://castbox.fm/channel/Elevate-with-Robert-Glazer-id5388161,Elevate with Robert Glazer,Robert Glazer | YAP Media,https://feeds.megaphone.fm/YAP1389722176,1.0,Elevate with Robert Glazer,Robert Glazer | YAP Media
https://castbox.fm/channel/How-Did-This-Get-Made--id4653565,How Did This Get Made?,"Earwolf and Paul Scheer, June Diane Raphael, Jason Mantzoukas",https://feeds.simplecast.com/Ao0C24M8,1.0,How Did This Get Made?,"Earwolf and Paul Scheer, June Diane Raphael, Jason Mantzoukas"
https://castbox.fm/channel/Uncover-id1408859,Sea of Lies from Uncover,CBC,,,,
https://castbox.fm/channel/Fantasy-Footballers---Fantasy-Football-Podcast-id4764032,Fantasy Footballers - Fantasy Football Podcast,Fantasy Football,https://feeds.simplecast.com/sw7PGWfw,1.0,Fantasy Footballers - Fantasy Football Podcast,Fantasy Football
https://castbox.fm/channel/Tiny-Desk-Concerts---Audio-id2698759,Tiny Desk Concerts - Audio,NPR,https://feeds.npr.org/510306/podcast.xml,1.0,Tiny Desk Concerts - Audio,NPR
https://castbox.fm/channel/The-Mindset-Mentor-id5564417,The Mindset Mentor,Rob Dial,https://feeds.simplecast.com/rpKQEwel,1.0,The Mindset Mentor,Rob Dial
https://castbox.fm/channel/Anna-Faris-Is-Unqualified-id4720541,Anna Faris Is Unqualified,Unqualified Media,https://feeds.acast.com/public/shows/61c22b43dcbb9a0013922893,1.0,Anna Faris Is Unqualified,Unqualified Media
https://castbox.fm/channel/The-Relentless%3A-Moving-Fearlessly-to-Success-id2094493,The Relentless: Moving Fearlessly to Success,Slate Studios,https://feeds.megaphone.fm/therelentless,1.0,The Relentless: Moving Fearlessly to Success,Slate Studios
https://castbox.fm/channel/The-Best-of-Car-Talk-id2696315,The Best of Car Talk,NPR,https://feeds.npr.org/510208/podcast.xml,1.0,The Best of Car Talk,NPR
https://castbox.fm/channel/ZOE-Science-%26-Nutrition-id6206110,ZOE Science & Nutrition,ZOE,https://feeds.megaphone.fm/ZOELIMITED9301524082,1.0,ZOE Science & Nutrition,ZOE
https://castbox.fm/channel/Compiler-id6169714,Compiler,Red Hat,https://feeds.pacific-content.com/compiler,1.0,Compiler,Red Hat
https://castbox.fm/channel/Note-to-Self-id1059501,Note to Self,WNYC Studios,https://feeds.feedburner.com/notetoself-podcast,1.0,Note to Self,WNYC Studios
https://castbox.fm/channel/O-Assunto-id3597735,O Assunto,G1,https://www.omnycontent.com/d/playlist/651a251e-06e1-47e0-9336-ac5a00f41628/04561b43-753d-4784-8e19-ac8b00e86411/3036d550-85b2-4301-b1e4-ac8b00e8641f/podcast.rss,1.0,O Assunto,G1
https://castbox.fm/channel/Imagine-This...-id6017540,Imagine This...,Boston Consulting Group BCG,https://feeds.captivate.fm/bcg-imagine-this/,1.0,Imagine This...,Boston Consulting Group BCG
https://castbox.fm/channel/The-Goal-Digger-Podcast-id5609761,The Goal Digger Podcast,Jenna Kutcher,https://feeds.redcircle.com/2ceca6f1-c90b-434c-8983-2f56d5336c68,1.0,The Goal Digger Podcast,Jenna Kutcher
https://castbox.fm/channel/Your-Mom's-House-with-Christina-P.-and-Tom-Segura-id5739934,Your Mom's House with Christina P. and Tom Segura,YMH Studios,https://feeds.megaphone.fm/YMH5847489315,1.0,Your Mom's House with Christina P. and Tom Segura,YMH Studios
https://castbox.fm/channel/Insight-Story%3A-Tech-Trends-Unpacked-id5364943,Insight Story: Tech Trends Unpacked,Kaspersky,,,,
https://castbox.fm/channel/BrainStuff-id4897382,BrainStuff,iHeartPodcasts,https://omnycontent.com/d/playlist/e73c998e-6e60-432f-8610-ae210140c5b1/91C26F87-AA4E-4E61-816B-AE320005BE01/5CA66D21-7139-45EE-8D4E-AE320005BE14/podcast.rss,1.0,BrainStuff,iHeartPodcasts
https://castbox.fm/channel/The-Herd-with-Colin-Cowherd-id4901695,The Herd with Colin Cowherd,iHeartPodcasts and The Volume,https://www.omnycontent.com/d/playlist/e73c998e-6e60-432f-8610-ae210140c5b1/1508ddb2-0c9a-42f6-aafe-ae3300346aa9/bf391792-153e-41b3-9d3d-ae3300346ad8/podcast.rss,1.0,The Herd with Colin Cowherd,iHeartPodcasts and The Volume
https://castbox.fm/channel/BibleProject-id2142576,BibleProject,BibleProject Podcast,https://feeds.simplecast.com/3NVmUWZO,1.0,BibleProject,BibleProject Podcast
https://castbox.fm/channel/The-Binge-Crimes%3A-Night-Shift-id6197613,The Binge Crimes: Deadly Fortune,Sony Music Entertainment,,,,
https://castbox.fm/channel/The-Puzzler-with-A.J.-Jacobs-id5606917,The Puzzler with A.J. Jacobs,iHeartPodcasts,,,,
https://castbox.fm/channel/Unsolved-Murders%3A-True-Crime-Stories-id1199103,Unsolved Murders: True Crime Stories,Spotify Studios,https://feeds.megaphone.fm/END8394789342,1.0,Unsolved Murders: True Crime Stories,Spotify Studios
https://castbox.fm/channel/The-Binge-Crimes%3A-Lady-Mafia-id6197613,The Binge Crimes: The Arsonist Next Door,Sony Music Entertainment,,,,
https://castbox.fm/channel/Crimetown-id2272752,Crimetown,Gimlet,https://feeds.megaphone.fm/crimetown,1.0,Crimetown,Gimlet
https://castbox.fm/channel/Spittin-Chiclets-id1453687,Spittin Chiclets,Barstool Sports,https://mcsorleys.barstoolsports.com/feed/spittin-chiclets,1.0,Spittin Chiclets,Barstool Sports
https://castbox.fm/channel/The-Tucker-Carlson-Show-id5699924,The Tucker Carlson Show,Tucker Carlson Network,https://feeds.megaphone.fm/RSV1597324942,1.0,The Tucker Carlson Show,Tucker Carlson Network
https://castbox.fm/channel/Tinfoil-Swans-id5465756,Tinfoil Swans,Food & Wine,https://feeds.megaphone.fm/tinfoilswans,1.0,Tinfoil Swans,Food & Wine
https://castbox.fm/channel/Listening-Time%3A-English-Practice-id5384461,Listening Time: English Practice,Sonoro | Conner Pe,https://feeds.simplecast.com/obaHfEr1,0.9932432432432432,Listening Time: English Practice,Sonoro |  Conner Pe
https://castbox.fm/channel/In-Good-Companies-id4633948,In Good Companies,Cadence Bank,https://feeds.transistor.fm/in-good-companies,1.0,In Good Companies,Cadence Bank
https://castbox.fm/channel/Where-the-Internet-Lives-id3540990,Where the Internet Lives,Google,https://feeds.simplecast.com/uq015LLC,1.0,Where the Internet Lives,Google
https://castbox.fm/channel/Conspiracy-Theories-id1404665,Conspiracy Theories,Spotify Studios,https://feeds.megaphone.fm/END5064265457,1.0,Conspiracy Theories,Spotify Studios
https://castbox.fm/channel/THE-ADAM-BUXTON-PODCAST-id34195,THE ADAM BUXTON PODCAST,ADAM BUXTON,https://feeds.acast.com/public/shows/18dcd5db-f898-42c6-ab31-3a1853c1a645,1.0,THE ADAM BUXTON PODCAST,ADAM BUXTON
https://castbox.fm/channel/Squid-Game%3A-The-Official-Podcast-id6302483,Squid Game: The Official Podcast,Netflix,https://feeds.megaphone.fm/NETFLIX5999936400,1.0,Squid Game: The Official Podcast,Netflix
https://castbox.fm/channel/Mordlust-id4728496,Mordlust,Paulina Krasa & Laura Wohlers,https://mordlust-podcast.podigee.io/feed/mp3,1.0,Mordlust,Paulina Krasa & Laura Wohlers
https://castbox.fm/channel/BiggerPockets-Real-Estate-Podcast-id5306712,BiggerPockets Real Estate Podcast,BiggerPockets,https://feeds.megaphone.fm/BIGPOC7198720365,1.0,BiggerPockets Real Estate Podcast,BiggerPockets
https://castbox.fm/channel/TED-Ed%3A-Lessons-Worth-Sharing-id5096093,TED-Ed: Lessons Worth Sharing,TED,http://feeds.feedburner.com/Ted-edPodcast,1.0,TED-Ed: Lessons Worth Sharing,TED
https://castbox.fm/channel/In-Our-Time-id468333,In Our Time,BBC Radio 4,https://podcasts.files.bbci.co.uk/b006qykl.rss,1.0,In Our Time,BBC Radio 4
https://castbox.fm/channel/Wow-in-the-World-id4533534,Wow in the World,Tinkercast | Wondery,,,,
https://castbox.fm/channel/Ear-Hustle-id6294624,Ear Hustle,Ear Hustle & Radiotopia,https://feeds.earhustlesq.com/earhustlesq,1.0,Ear Hustle,Ear Hustle & Radiotopia
https://castbox.fm/channel/Foro-de-Teresina-id5644395,Foro de Teresina,piauí,https://feeds.megaphone.fm/NPP2619427256,1.0,Foro de Teresina,piauí
https://castbox.fm/channel/The-Magnus-Archives-id4956443,The Magnus Archives,Rusty Quill,https://feeds.acast.com/public/shows/b6085bcd-3542-4a43-b6a8-021e3fd251b8,1.0,The Magnus Archives,Rusty Quill
https://castbox.fm/channel/Small-Town-Murder-id4858176,Small Town Murder,"James Pietragallo, Jimmie Whisman",https://feeds.libsyn.com/580095/rss,1.0,Small Town Murder,"James Pietragallo, Jimmie Whisman"
https://castbox.fm/channel/WorkLife-with-Adam-Grant-id1170319,Worklife with Adam Grant,TED,https://feeds.feedburner.com/WorklifeWithAdamGrant,1.0,Worklife with Adam Grant,TED
https://castbox.fm/channel/VOA-Learning-English-Podcast---VOA-Learning-English-id580143,VOA Learning English Podcast - VOA Learning English,VOA Learning English,https://learningenglish.voanews.com/podcast/?count=20&zoneId=1689,1.0,VOA Learning English Podcast - VOA Learning English,VOA Learning English
https://castbox.fm/channel/The-Megyn-Kelly-Show-id4544876,The Megyn Kelly Show,SiriusXM,https://feeds.simplecast.com/RV1USAfC,1.0,The Megyn Kelly Show,SiriusXM
https://castbox.fm/channel/Ear-Biscuits-with-Rhett-%26-Link-id5070679,Ear Biscuits with Rhett & Link,Mythical,https://feeds.megaphone.fm/ear-biscuits,1.0,Ear Biscuits with Rhett & Link,Mythical
https://castbox.fm/channel/Thoma-Bravo's-Behind-the-Deal-id5443747,Thoma Bravo's Behind the Deal,Thoma Bravo,https://feeds.megaphone.fm/PDP6034893074,1.0,Thoma Bravo's Behind the Deal,Thoma Bravo
https://castbox.fm/channel/Century-Lives-id4711505,Century Lives,Stanford Center on Longevity,https://feeds.megaphone.fm/TPG7540400285,1.0,Century Lives,Stanford Center on Longevity
https://castbox.fm/channel/Learning-English-Stories-id574386,Learning English Stories,BBC Radio,https://podcasts.files.bbci.co.uk/p02pc9s1.rss,1.0,Learning English Stories,BBC Radio
https://castbox.fm/channel/Unlocking-Us-with-Brené-Brown-id6021841,Unlocking Us with Brené Brown,Vox Media Podcast Network,https://feeds.megaphone.fm/GLT4889391284,1.0,Unlocking Us with Brené Brown,Vox Media Podcast Network
https://castbox.fm/channel/Football-Weekly-id312850,Football Weekly,The Guardian,https://www.theguardian.com/football/series/footballweekly/podcast.xml,1.0,Football Weekly,The Guardian
https://castbox.fm/channel/In-the-Making-id5536011,In the Making,Adobe,https://feeds.simplecast.com/IWd_z6c8,1.0,In the Making,Adobe
https://castbox.fm/channel/We-Can-Do-Hard-Things-id4123504,We Can Do Hard Things,Glennon Doyle and Audacy,,,,
https://castbox.fm/channel/Everyday-Wellness-id4210228,Everyday Wellness with Cynthia Thurlow ™,Everyday Wellness™,,,,
https://castbox.fm/channel/Brains-On!-Science-podcast-for-kids-id6326948,Brains On! Science podcast for kids,American Public Media,https://feeds.buzzsprout.com/2282693.rss,1.0,Brains On! Science podcast for kids,American Public Media
https://castbox.fm/channel/کتاب-باز--------[مجتبی-شکوری]-id5709107,کتاب باز [مجتبی شکوری],مجتبی شکوری,,,,
https://castbox.fm/channel/Serial-Killers-id1199139,Serial Killers,Spotify Studios,,,,
https://castbox.fm/channel/Overheard-at-National-Geographic-id3061408,Overheard at National Geographic,National Geographic,https://feeds.megaphone.fm/ESP6921732651,1.0,Overheard at National Geographic,National Geographic
https://castbox.fm/channel/WSJ’s-The-Future-of-Everything-id2587091,WSJ’s The Future of Everything,The Wall Street Journal,https://feeds.buzzsprout.com/2287629.rss,1.0,WSJ’s The Future of Everything,The Wall Street Journal
https://castbox.fm/channel/Lex-Fridman-Podcast-id3102321,Lex Fridman Podcast,Lex Fridman,https://lexfridman.com/feed/podcast/,1.0,Lex Fridman Podcast,Lex Fridman
https://castbox.fm/channel/Bill-O’Reilly’s-No-Spin-News-and-Analysis-id2101556,Bill O’Reilly’s No Spin News and Analysis,Bill O'Reilly,https://feeds.megaphone.fm/RSV2429196838,1.0,Bill O’Reilly’s No Spin News and Analysis,Bill O'Reilly
https://castbox.fm/channel/Incredible-Women-id3513989,Incredible Women,NET-A-PORTER,https://feeds.acast.com/public/shows/netaporter-incrediblewomen,1.0,Incredible Women,NET-A-PORTER
https://castbox.fm/channel/The-Fighter-%26-The-Kid-id5517848,The Fighter & The Kid,Thiccc Boy Studios | PodcastOne,https://rss.art19.com/tfntk,1.0,The Fighter & The Kid,Thiccc Boy Studios | PodcastOne
https://castbox.fm/channel/Happy-Face-Presents%3A-Two-Face-id4859217,Happy Face Presents: Two Face,iHeartPodcasts,,,,
https://castbox.fm/channel/Healthy-Conversations-id3196747,Healthy Conversations,CVS Health,https://feeds.transistor.fm/cvs-health-healthy-conversations,1.0,Healthy Conversations,CVS Health
https://castbox.fm/channel/Canadian-True-Crime-id2144391,Canadian True Crime,Kristi Lee | Canadian True Crime,https://feeds.acast.com/public/shows/e3736df1-0f3e-41f3-a009-2ab3d6dddc52,1.0,Canadian True Crime,Kristi Lee | Canadian True Crime
https://castbox.fm/channel/Alice-Isn't-Dead-id6233515,Alice Isn't Dead,Night Vale Presents,https://feeds.megaphone.fm/SBP8990444845,1.0,Alice Isn't Dead,Night Vale Presents
https://castbox.fm/channel/Kwik-Brain-with-Jim-Kwik-id6150929,Kwik Brain with Jim Kwik,"Jim Kwik, Your Brain Coach, Founder www.KwikLearning.com",https://rss.art19.com/kwik-brain,1.0,Kwik Brain with Jim Kwik,"Jim Kwik, Your Brain Coach, Founder www.KwikLearning.com"
https://castbox.fm/channel/The-Ron-Burgundy-Podcast-id4856417,The Ron Burgundy Podcast,Big Money Players Network and iHeartPodcasts,https://www.omnycontent.com/d/playlist/e73c998e-6e60-432f-8610-ae210140c5b1/ccb4c211-7bd5-47f3-b821-ae300188d20c/9422b585-faf3-408e-b5ce-ae300188d22d/podcast.rss,1.0,The Ron Burgundy Podcast,Big Money Players Network and iHeartPodcasts
https://castbox.fm/channel/Rotten-Mango-id4623082,Rotten Mango,Stephanie Soo,https://feeds.simplecast.com/6Qp23t6h,1.0,Rotten Mango,Stephanie Soo
https://castbox.fm/channel/TED-Talks-Education-id5094640,TED Talks Education,TED,http://feeds.feedburner.com/iTunesPodcastTTEducation,1.0,TED Talks Education,TED
https://castbox.fm/channel/The-Pitchfork-Review-id5714226,The Pitchfork Review,Pitchfork,https://publicfeeds.net/f/5835/the-pitchfork-review,1.0,The Pitchfork Review,Pitchfork
https://castbox.fm/channel/You-Must-Remember-This-id3170430,You Must Remember This,Karina Longworth,https://feeds.megaphone.fm/YMRT7068253588,1.0,You Must Remember This,Karina Longworth
https://castbox.fm/channel/Matando-Robos-Gigantes-id2064151,Matando Robos Gigantes,MRG,https://anchor.fm/s/7f78c9c/podcast/rss,1.0,Matando Robos Gigantes,MRG
https://castbox.fm/channel/Unpacked-by-AFAR-id4945713,Unpacked by AFAR,AFAR Media,,,,
https://castbox.fm/channel/How-to-Be-a-Better-Human-id6388692,How to Be a Better Human,TED,https://feeds.feedburner.com/HowToBeABetterHuman,1.0,How to Be a Better Human,TED
https://castbox.fm/channel/Creepypodden-i-P3-id1211264,Creepypodden i P3,Sveriges Radio,https://api.sr.se/api/rss/pod/itunes/22209,1.0,Creepypodden i P3,Sveriges Radio
https://castbox.fm/channel/The-Guilty-Feminist-id5572101,The Guilty Feminist,Deborah Frances-White,https://feeds.megaphone.fm/APL9072247766,1.0,The Guilty Feminist,Deborah Frances-White
https://castbox.fm/channel/The-Black-Tapes-id1365813,The Black Tapes,Pacific Northwest Stories,https://theblacktapes.libsyn.com/rss,1.0,The Black Tapes,Pacific Northwest Stories
https://castbox.fm/channel/Feel-Better%2C-Live-More-with-Dr-Rangan-Chatterjee-id6260936,"Feel Better, Live More with Dr Rangan Chatterjee",Dr Rangan Chatterjee: GP & Author,https://feeds.megaphone.fm/feelbetterlivemore,1.0,"Feel Better, Live More with Dr Rangan Chatterjee",Dr Rangan Chatterjee: GP & Author
https://castbox.fm/channel/What-in-the-World-id5511367,What in the World,BBC World Service,https://podcasts.files.bbci.co.uk/w13xtvrv.rss,1.0,What in the World,BBC World Service
https://castbox.fm/channel/Accused-id583614,Accused,Cincinnati Enquirer | Wondery,,,,
https://castbox.fm/channel/Timothy-Keller-Sermons-Podcast-by-Gospel-in-Life-id2190824,Timothy Keller Sermons Podcast by Gospel in Life,Tim Keller,https://podcast.gospelinlife.com/feed.xml,1.0,Timothy Keller Sermons Podcast by Gospel in Life,Tim Keller
https://castbox.fm/channel/Common-Sense-with-Dan-Carlin-id1167780,Common Sense with Dan Carlin,Dan Carlin,https://feeds.feedburner.com/dancarlin/commonsense?format=xml,1.0,Common Sense with Dan Carlin,Dan Carlin
https://castbox.fm/channel/Hindsight-id3383430,Hindsight,Al Jazeera,https://www.omnycontent.com/d/playlist/9c074afa-3313-47e8-b802-a9f900789975/1d8e448d-c2bf-403c-a584-ac4500b4ead7/58a74130-c44b-49fd-ab49-ac4500b6f9c0/podcast.rss,1.0,Hindsight,Al Jazeera
https://castbox.fm/channel/CounterClock-id4725135,CounterClock,audiochuck,https://feeds.simplecast.com/MTPwrbcY,1.0,CounterClock,Audiochuck
https://castbox.fm/channel/Radio-Advisory-id2762011,Radio Advisory,Advisory Board,https://feeds.fireside.fm/radioadvisory/rss,1.0,Radio Advisory,Advisory Board
https://castbox.fm/channel/Pod-Save-the-World-id4930639,Pod Save the World,Crooked Media,,,,
https://castbox.fm/channel/New-Heights-with-Jason-and-Travis-Kelce-id6265376,New Heights with Jason & Travis Kelce,Wondery,https://rss.art19.com/new-heights,1.0,New Heights with Jason & Travis Kelce,Wondery
https://castbox.fm/channel/The-Weekly-Show-with-Jon-Stewart-id4529529,The Weekly Show with Jon Stewart,Comedy Central,https://feeds.megaphone.fm/BVLLC2163264914,1.0,The Weekly Show with Jon Stewart,Comedy Central
https://castbox.fm/channel/Marketing-Against-The-Grain-id4853840,Marketing Against The Grain,Hubspot Podcast Network,,,,
https://castbox.fm/channel/Alex-%26-Sigges-podcast-id2886142,Alex & Sigges podcast,Perfect Day Media,https://feed.pod.space/alexosigge,1.0,Alex & Sigges podcast,Perfect Day Media
https://castbox.fm/channel/Coffee-Break-French-id421647,Coffee Break French,Coffee Break Languages,https://feeds.acast.com/public/shows/47990e88-454b-4e3b-bf78-75a172c33184,1.0,Coffee Break French,Coffee Break Languages
https://castbox.fm/channel/Snap-Judgment-id131,Snap Judgment,Snap Judgment and PRX,https://snap.feed.snapjudgment.org,1.0,Snap Judgment,Snap Judgment and PRX
https://castbox.fm/channel/Adam-Carolla-Show-id6139973,Adam Carolla Show,PodcastOne / Carolla Digital,https://rss.art19.com/adam-carolla-show,1.0,Adam Carolla Show,PodcastOne / Carolla Digital
https://castbox.fm/channel/Power%3A-Don-King-id6197743,Power: Don King,Sony Music Entertainment,https://feeds.megaphone.fm/powerthemaxwells,1.0,Power: Don King,Sony Music Entertainment
https://castbox.fm/channel/David-Tennant-Does-a-Podcast-With…-id6197877,David Tennant Does a Podcast With…,Sony Music Entertainment / No Mystery,https://feeds.megaphone.fm/davidtennant,1.0,David Tennant Does a Podcast With…,Sony Music Entertainment / No Mystery
https://castbox.fm/channel/Fintech-Files%3A-Insights-on-TECH-by-BCG-Platinion-id5798220,Fintech Files: Insights on TECH by BCG Platinion,BCG Platinion,https://feeds.captivate.fm/bcg-fintech-files/,1.0,Fintech Files: Insights on TECH by BCG Platinion,BCG Platinion
https://castbox.fm/channel/The-Negotiators-id5303319,The Negotiators,Doha Debates and Foreign Policy,https://feeds.megaphone.fm/FGP9503320473,1.0,The Negotiators,Doha Debates and Foreign Policy
https://castbox.fm/channel/EpitomeBooks-Podcast-|-اپیتومی-بوکس-id3895776,EpitomeBooks Podcast | اپیتومی بوکس,محمدرضا عشوری,https://epitomebooks1.libsyn.com/rss,1.0,EpitomeBooks Podcast | اپیتومی بوکس,محمدرضا عشوری
https://castbox.fm/channel/The-Sadhguru-Podcast---Of-Mystics-and-Mistakes-id6031219,The Sadhguru Podcast - Of Mystics and Mistakes,Sadhguru Official,https://feeds.megaphone.fm/ISHAFOUNDATIONINC6546953794,1.0,The Sadhguru Podcast - Of Mystics and Mistakes,Sadhguru Official
https://castbox.fm/channel/Thrivetime-Show-|-Business-School-without-the-BS-id2560285,Thrivetime Show | Business School without the BS,Clay Clark,https://thrivetimeshow.libsyn.com/rss2,1.0,Thrivetime Show | Business School without the BS,Clay Clark
https://castbox.fm/channel/StartUp-Podcast-id5448093,StartUp Podcast,Gimlet,https://feeds.soundcloud.com/users/soundcloud:users:796888975/sounds.rss,0.2575516693163752,"Body, Mind and Soul",StartUp podcast by Gimlet Media
https://castbox.fm/channel/Wild-Interest-id6007399,Wild Interest,Brain Broccoli Productions,https://rss.buzzsprout.com/2298626.rss,1.0,Wild Interest,Brain Broccoli Productions
https://castbox.fm/channel/You-Can’t-Make-This-Up-id5277423,You Can’t Make This Up,Netflix,https://feeds.megaphone.fm/NETFLIX1583125119,1.0,You Can’t Make This Up,Netflix
https://castbox.fm/channel/Everything-Everywhere-Daily-id4730276,Everything Everywhere Daily,Gary Arndt | Glassbox Media,,,,
https://castbox.fm/channel/No-Guilt-Mom-|-Overcoming-Mom-Guilt%2C-Parenting-Tips%2C-%26-Self-Care-for-Moms-id5108994,"No Guilt Mom | Overcoming Mom Guilt, Parenting Tips, & Self Care for Moms",No Guilt Mom,https://feeds.megaphone.fm/WFH3692120188,0.803030303030303,"No Guilt Mom | Overcoming Mom Guilt, Parenting Tips, & Self Care for Moms",JoAnn Crohn - Mom Coach & Support for Overwhelmed Moms
https://castbox.fm/channel/Hondelatte-Raconte---Christophe-Hondelatte-id5545220,Hondelatte Raconte - Christophe Hondelatte,Europe 1,,,,
https://castbox.fm/channel/Death%2C-Sex-%26-Money-id11900,"Death, Sex & Money",Slate Podcasts,https://my.slate.com/podcasts/feeds/death-sex-money/,1.0,"Death, Sex & Money",Slate Podcasts
https://castbox.fm/channel/2-Bears%2C-1-Cave-with-Tom-Segura-%26-Bert-Kreischer-id5739912,"2 Bears, 1 Cave with Tom Segura & Bert Kreischer",YMH Studios,https://feeds.megaphone.fm/YMH8516456556,1.0,"2 Bears, 1 Cave with Tom Segura & Bert Kreischer",YMH Studios
https://castbox.fm/channel/Rooster-Teeth-Podcast-id2863131,Rooster Teeth Podcast,Rooster Teeth,https://feeds.megaphone.fm:443/roosterteethpodcast,1.0,Rooster Teeth Podcast,Rooster Teeth
https://castbox.fm/channel/Raising-Health-id3273629,Raising Health,"Andreessen Horowitz, a16z Bio + Health",https://feeds.simplecast.com/BXDamaKF,1.0,Raising Health,"Andreessen Horowitz, a16z Bio + Health"
https://castbox.fm/channel/Culpable-id2150615,Culpable,"Tenderfoot TV, Resonate Recordings & Audacy",,,,
https://castbox.fm/channel/The-Edge-id5299593,The Edge,TAG Heuer,https://feeds.castos.com/gwrnd,1.0,The Edge,TAG Heuer
