channel_url,title,author,subscribed_count,played_count,description,episode_count
https://castbox.fm/channel/My-Favorite-Murder-with-Karen-Kilgariff-and-Georgia-Hardstark-id5741919,My Favorite Murder with Karen Kilgariff and Georgia Hardstark,Exactly Right Media – the original true crime comedy network,1012936.0,41399998.0,"My Favorite Murder is a true crime comedy podcast hosted by Karen Kilgariff and Georgia Hardstark. Each week, Karen and Georgia share compelling true crimes and hometown stories from friends and listeners. Since MFM launched in January of 2016, Karen and Georgia have shared their lifelong interest in true crime and have covered stories of infamous serial killers like the Night Stalker, mysterious cold cases, captivating cults, incredible survivor stories and important events from history like the Tulsa race massacre of 1921. My Favorite Murder is part of the Exactly Right podcast network that provides a platform for bold, creative voices to bring to life provocative, entertaining and relatable stories for audiences everywhere. The Exactly Right roster of podcasts covers a variety of topics including historic true crime, comedic interviews and news, science, pop culture and more. Podcasts on the network include Buried Bones with Kate Winkler Dawson and Paul Holes, That's Messed Up: An SVU Podcast, This Podcast Will Kill You, Bananas and more.",960.0
https://castbox.fm/channel/Meditative-Story-id2210165,Meditative Story,WaitWhat,978681.0,12478832.0,"Meditative Story combines extraordinary human stories with meditation prompts embedded into the storylines — all surrounded by breathtaking music. Think of it as an alternative way into a mindfulness practice, through vivid stories and cinematic music and production values. Meditative Story is an original series produced by WaitWhat and supported by our members. Our community tells us that they listen to the same episodes over and over again, and according to data provided by Apple Podcasts, Meditative Story may have the highest engagement of any podcast in the world. And that makes us proud!",314.0
https://castbox.fm/channel/PrimoCast-id2484134,PrimoCast,O Primo Rico,925321.0,2443672.0,"O PrimoCast é o podcast oficial d’O Primo Rico, um dos maiores canais sobre investimentos e finanças e empreendedorismo do mundo. Thiago Nigro, dono e idealizador d’O Primo Rico, teve uma péssima primeira experiência com investimentos: em 1 semana, perdeu todo o seu dinheiro na bolsa. A partir desse ponto, se dedicou a ter mais conhecimento na área e hoje é um dos maiores experts no assunto no Brasil. Semanalmente, este podcast trará conteúdos novos sobre investimentos, bolsa de valores, riqueza, empreendedorismo e mindset. Tudo para que você e todos os brasileiros possam alcançar a independência financeira e uma vida plena.",0.0
https://castbox.fm/channel/Radiolab-id129730,Radiolab,WNYC Studios,908013.0,13024204.0,"Radiolab is on a curiosity bender. We ask deep questions and use investigative journalism to get the answers. A given episode might whirl you through science, legal history, and into the home of someone halfway across the world. The show is known for innovative sound design, smashing information into music. It is hosted by Lulu Miller and Latif Nasser.",492.0
https://castbox.fm/channel/Morning-Meditation-for-Women-id4934489,Morning Meditation for Women,Morning Meditation,889071.0,37762828.0,"Morning meditations created for women or anyone who feels called to listen. 💗 Start your day with a moment of mindfulness with the Morning Meditation for Women podcast. Whether you’re new to meditation, trying to kickstart your meditation practice, or a seasoned meditator, you’ll love these quick meditations designed to start your day with intention, love and a deep sense of peace. Brought to you by the Women’s Meditation Network and hosted by Katie Krimitsos. Get more meditation resources at https://WomensMeditationNetwork.com",1757.0
https://castbox.fm/channel/6-Minute-English-id574393,6 Minute English,BBC Radio,881421.0,15064226.0,Learn and practise useful English language for everyday situations.  Find more at bbclearningenglish.com  Follow us at bbc.co.uk/learningenglish/followus,258.0
https://castbox.fm/channel/Global-News-Podcast-id468563,Global News Podcast,BBC World Service,826560.0,57938112.0,"The day’s top stories from BBC News, including the latest from Gaza, on US politics and about the Ukraine conflict. Delivered twice a day on weekdays, daily at weekends.",236.0
https://castbox.fm/channel/Sleep-Meditation-for-Women-id5009113,Sleep Meditation for Women,Sleep Meditation,806261.0,33452628.0,"Sleep meditations created for women or anyone who feels called to listen 💗. Can’t sleep? Insomnia? Mind racing with worries and a never-ending to-do list? Tune in to the Sleep Meditation for Women podcast and let these guided meditations help you ease into sleep peacefully. Brought to you by the Women’s Meditation Network and hosted by Katie Krimitsos. Get comfy, press play and let yourself be guided into dreamland. Get more meditation resources at https://WomensMeditationNetwork.com",1517.0
https://castbox.fm/channel/Dateline-NBC-id3875371,Dateline NBC,NBC News,790992.0,37896947.0,"Current and classic episodes, featuring compelling true-crime mysteries, powerful documentaries and in-depth investigations.Follow now to get the latest episodes of Dateline NBC completely free, or subscribe to Dateline Premium for ad-free listening and exclusive bonus content: DatelinePremium.com",639.0
https://castbox.fm/channel/S-Town-id3572954,S-Town,Serial Productions,787357.0,2310450.0,"S-Town is a podcast hosted by Brian Reed from Serial Productions, a New York Times company. The story follows a man named John who despises his Alabama town and decides to do something about it. He asks Brian to investigate the son of a wealthy family who's allegedly been bragging that he got away with murder. But when someone else ends up dead, the search for the truth leads to a nasty feud, a hunt for hidden treasure, and an unearthing of the mysteries of one man's life.To get full access to this show, and to other Serial Productions and New York Times podcasts on Apple Podcasts and Spotify, subscribe at nytimes.com/podcasts.To find out about new shows from Serial Productions, and get a look behind the scenes, sign up for our newsletter at nytimes.com/serialnewsletter.Have a story pitch, a tip, or feedback on our shows? Email us at serialshows@nytimes.com",9.0
https://castbox.fm/channel/Up-First-from-NPR-id2698546,Up First from NPR,NPR,773091.0,40067080.0,"NPR's Up First is the news you need to start your day. The three biggest stories of the day, with reporting and analysis from NPR News — in 10 minutes. Available weekdays at 6:30 a.m. ET, with hosts Leila Fadel, Steve Inskeep, Michel Martin and A Martinez. Also available on Saturdays at 9 a.m. ET, with Ayesha Rascoe and Scott Simon. On Sundays, hear a longer exploration behind the headlines with Ayesha Rascoe on ""The Sunday Story,"" available by 8 a.m. ET. Subscribe and listen, then support your local NPR station at donate.npr.org.Support NPR's reporting by subscribing to Up First+ and unlock sponsor-free listening. Learn more at plus.npr.org/upfirst",1827.0
https://castbox.fm/channel/On-Purpose-with-Jay-Shetty-id5378932,On Purpose with Jay Shetty,iHeartPodcasts,762447.0,14680079.0,"I’m Jay Shetty host of On Purpose the worlds #1 Mental Health podcast and I’m so grateful you found us. I started this podcast 5 years ago to invite you into conversations and workshops that are designed to help make you happier, healthier and more healed. I believe that when you (yes you) feel seen, heard and understood you’re able to deal with relationship struggles, work challenges and life’s ups and downs with more ease and grace.I interview experts, celebrities, thought leaders and athletes so that we can grow our mindset, build better habits and uncover a side of them we’ve never seen before. New episodes every Monday and Friday. Your support means the world to me and I don’t take it for granted — click the follow button and leave a review to help us spread the love with On Purpose. I can’t wait for you to listen to your first or 500th episode!",631.0
https://castbox.fm/channel/Conversations-with-People-Who-Hate-Me-id6343224,Sleep With Me,Silver Sleeper Productions LLC,756561.0,13144712.0,"Insomnia? Mind racing at night? Worries keeping you up? Tune in for a bedtime story that lets you forget your problems and progressively gets more boring until you fall to sleep. So get in bed, press play, close your eyes, and drift off into dreamland.",838.0
https://castbox.fm/channel/All-Ears-English-Podcast-id4827692,All Ears English Podcast,Lindsay McMahon and Michelle Kaplan,752148.0,31453560.0,"Are you looking for a new and fun way to learn American English? Come hang out with Lindsay and Michelle from Boston and New York City and have fun while you improve your English listening skills! We are an English as a Second Language (ESL) podcast for intermediate to advanced English learners around the world. We will show you how to use everyday English vocabulary and natural idioms, expressions, and phrasal verbs and how to make small talk in American English. We will also give you special tips on American culture, customs, etiquette, and how to speak with Americans as well as conversation and commentary on study tips, business English, life in America and Boston and New York, how to apply to university in the US, dating, travel, food and more. You'll get TOEFL, IELTS, and TOEIC help also from The Examiner of Excellence, Jessica Beck. This podcast is for adult students who are professionals and university students as well as ESL teachers. Join the community to learn to speak American English like a native! Connection NOT Perfection!",2389.0
https://castbox.fm/channel/Revisionist-History-id4916553,Revisionist History,Pushkin Industries,751436.0,7883687.0,"Revisionist History is Malcolm Gladwell's journey through the overlooked and the misunderstood. Every episode re-examines something from the past—an event, a person, an idea, even a song—and asks whether we got it right the first time. From Pushkin Industries. Because sometimes the past deserves a second chance.To get early access to ad-free episodes and extra content, subscribe to Pushkin+ in Apple Podcasts are pushkin.fm/pus.iHeartMedia is the exclusive podcast partner of Pushkin Industries.",169.0
https://castbox.fm/channel/Good-Morning-Night-Vale-id2071680,Good Morning Night Vale,Night Vale Presents,750083.0,13053113.0,"The official Welcome to Night Vale recap show and your guide to the friendly desert community that has caught the ears of listeners around the globe. Hosted by cast members Meg Bashwiner, Symphony Sanders, and Hal Lublin, and featuring special guests and fan theories.",836.0
https://castbox.fm/channel/Up-and-Vanished-id1997224,Up and Vanished,Tenderfoot TV,746836.0,8981462.0,"Host Payne Lindsey heads to the edge of the arctic circle to investigate two mysterious disappearances from Nome, Alaska. Up and Vanished investigates mysterious cold case disappearances with each new season of the hit true crime franchise. Season 1: The case of missing South Georgia teacher, Tara Grinstead, led to two arrests. Season 2: The disappearance of Kristal Reisinger, a young mother who disappeared from a remote Colorado mountain town. Season 3: The North West Montana disappearance of Ashley Loring HeavyRunner, an indigenous woman who went missing from the Blackfeet Nation Indian Reservation. Season 4: The case of missing Alaska Native, Florence Okpealuk and missing 36-year-old Joseph Balderas.",171.0
https://castbox.fm/channel/Planet-Money-id2698775,Planet Money,NPR,741071.0,17440451.0,"Wanna see a trick? Give us any topic and we can tie it back to the economy. At Planet Money, we explore the forces that shape our lives and bring you along for the ride. Don't just understand the economy – understand the world.Wanna go deeper? Subscribe to Planet Money+ and get sponsor-free episodes of Planet Money, The Indicator, and Planet Money Summer School. Plus access to bonus content. It's a new way to support the show you love. Learn more at plus.npr.org/planetmoney",880.0
https://castbox.fm/channel/The-Ben-Shapiro-Show-id2663429,The Ben Shapiro Show,The Daily Wire,724757.0,56655079.0,"Tired of the lies? Tired of the spin? Are you ready to hear the hard-hitting truth in comprehensive, conservative, principled fashion? The Ben Shapiro Show brings you all the news you need to know in the most fast moving daily program in America. Ben brutally breaks down the culture and never gives an inch! Monday thru Friday.",2614.0
https://castbox.fm/channel/Lore-id5299581,Lore,Aaron Mahnke,722750.0,12317969.0,"The award-winning podcast (also a TV show & book series) about dark historical tales. Each episode explores the mysterious creatures, tragic events, and unusual places that fill the pages of history. Because sometimes the truth is more frightening than fiction.",407.0
https://castbox.fm/channel/Dan-Carlin's-Hardcore-History-id3624,Dan Carlin's Hardcore History,Dan Carlin,697318.0,6248126.0,"In ""Hardcore History"" journalist and broadcaster Dan Carlin takes his ""Martian"", unorthodox way of thinking and applies it to the past. Was Alexander the Great as bad a person as Adolf Hitler? What would Apaches with modern weapons be like? Will our modern civilization ever fall like civilizations from past eras? This isn't academic history (and Carlin isn't a historian) but the podcast's unique blend of high drama, masterful narration and Twilight Zone-style twists has entertained millions of listeners.",11.0
https://castbox.fm/channel/Casefile-True-Crime-id1139548,Casefile True Crime,Casefile Presents,676329.0,24180978.0,"Fact is scarier than fiction. Subscribe to Casefile Premium to receive ad-free episodes released one week early, along with access to bonus Q&A’s, our exclusive show ‘Behind the Files’, and more. Hosted on Acast. See acast.com/privacy for more information.",351.0
https://castbox.fm/channel/Armchair-Expert-with-Dax-Shepard-id6271648,Armchair Expert with Dax Shepard,Armchair Umbrella,625186.0,23131455.0,"Hi, I’m Dax Shepard, and I love talking to people. I am endlessly fascinated by the messiness of being human, and I find people who are vulnerable and honest about their struggles and shortcomings to be incredibly sexy. I invite you to join me as I explore other people’s stories. We will celebrate, above all, the challenges and setbacks that ultimately lead to growth and betterment. What qualifies me for such an endeavor? More than a decade of sobriety, a degree in Anthropology and four years of improv training. I will attempt to discover human “truths” without any laboratory work, clinical trials or data collection. I will be, in the great tradition of 16th-century scientists, an Armchair Expert.Follow Armchair Expert on the Wondery App or wherever you get your podcasts. Watch new content on YouTube or listen to Armchair Expert early and ad-free by joining Wondery+ in the Wondery App, Apple Podcasts, or Spotify. Start your free trial by visiting wondery.com/links/armchair-expert-with-dax-shepard/ now.",845.0
https://castbox.fm/channel/How-I-Built-This-with-Guy-Raz-id4814017,How I Built This with Guy Raz,Guy Raz | Wondery,587909.0,11898255.0,"Guy Raz interviews the world’s best-known entrepreneurs to learn how they built their iconic brands. In each episode, founders reveal deep, intimate moments of doubt and failure, and share insights on their eventual success. How I Built This is a master-class on innovation, creativity, leadership and how to navigate challenges of all kinds.New episodes release on Mondays and Thursdays. Listen to How I Built This on the Wondery App or wherever you listen to your podcasts. You can listen early and ad-free on Wondery+. Join Wondery+ in the Wondery App, Apple Podcasts or Spotify. Start your free trial by visiting wondery.com/links/how-i-built-this now. Get your How I Built This merch at WonderyShop.com/HowIBuiltThis.",707.0
https://castbox.fm/channel/NerdCast-id6038941,NerdCast,Jovem Nerd,586381.0,16521207.0,O mundo vira piada no Jovem Nerd,1772.0
https://castbox.fm/channel/Young-and-Profiting-(YAP)-with-Hala-Taha-id6328004,Young and Profiting (YAP) with Hala Taha,Hala Taha | YAP Media Network,582555.0,7908312.0,"Young and Profiting with Hala Taha is the must-listen podcast for anyone who is hardcore into entrepreneurship. Hosted by Hala Taha, a self-made entrepreneur and marketing expert, this top-ranked show features mini-masterclasses with business icons and entrepreneurs like GaryVee, Alex Hormozi, and Codie Sanchez. Listen to YAP to profit in all aspects of life - from boosting sales and beating algorithms, to brain hacks and biohacking. Whether you’re launching a startup, scaling your business or simply wanting to expand your sales and marketing skills, each episode delivers actionable advice that WILL help you profit in life. If you want the motivation to level up your entrepreneurship game and work hard - while still prioritizing your mental and physical health - then Listen, Learn and Profit with Young and Profiting Podcast!",582.0
https://castbox.fm/channel/Pod-Save-America-id4929549,Pod Save America,Crooked Media,582481.0,18614469.0,"Pod Save America is a no-bullshit conversation about politics hosted by former Obama aides Jon Favreau, Jon Lovett, Dan Pfeiffer, and Tommy Vietor. It cuts through the noise to break down the week’s news and helps people figure out what matters and how they can help. They’re regularly joined by journalists, activists, politicians, entertainers, and world leaders. You can watch on YouTube or listen to new episodes every Tuesday and Friday.Ad-Free Pod Save America episodes available NOW through Friends of the Pod subscription. Head to crooked.com/friends to join today!For a transcript of an episode of Pod Save America, please email transcripts@crooked.com (edited)",994.0
https://castbox.fm/channel/Sleep-Sounds-Meditation-for-Women-id4934451,Sleep Sounds Meditation for Women,Sleep Sounds,579295.0,21537014.0,"Trouble sleeping? Press play on these sleep sounds. Relaxing sleep meditation music, ambient and nature sounds, binaural beats, white noise and more are here for you whenever you need help drifting off into peaceful sleep. Each episode is 1 hour long, so just lay back, close your eyes and let yourself ease into deep sleep. Created for those who identify as women or anyone who feels called to listen 💗. Brought to you by the Women’s Meditation Network. https://WomensMeditationNetwork.com",1498.0
https://castbox.fm/channel/StarTalk-Radio-id4561468,StarTalk Radio,Neil deGrasse Tyson,568214.0,7777576.0,"Science, pop culture, and comedy collide on StarTalk Radio! Neil deGrasse Tyson, astrophysicist and Director of New York's Hayden Planetarium, and his comic co-hosts, guest celebrities, and scientific experts explore astronomy, physics, and everything else there is to know about life in the universe. New episodes premiere Tuesdays. Keep Looking Up! Subscribe to SiriusXM Podcasts+ on Apple Podcasts to listen to new episodes ad-free and a whole week early.",988.0
https://castbox.fm/channel/The-Tony-Robbins-Podcast-id1363912,The Tony Robbins Podcast,Tony Robbins,551458.0,4086923.0,"“Why live an ordinary life, when you can live an extraordinary one?” Tony Robbins, the #1 Life and Business Strategist, has helped over 50 million people from 100 countries create real and lasting change in their lives. In this podcast, he shares proven strategies and tactics so you, too, can achieve massive results in your business, relationships, health and finances. In addition to excerpts from his signature events and other exclusive, never-before-released audio content, Tony and his team also conduct deeply insightful interviews with the most prominent masterminds and experts on the global stage.",179.0
https://castbox.fm/channel/Wait-Wait...-Don't-Tell-Me!-id2698776,Wait Wait... Don't Tell Me!,NPR,548956.0,9443745.0,NPR's weekly news quiz hosted by Peter Sagal. Have a laugh and test your knowledge with today's funniest comedians and a celebrity guest.Hate free content? Try a subscription to Wait Wait... Don't Tell Me!+. Your subscription supports public radio and unlocks fun bonus episodes along with sponsor-free listening. Learn more at https://plus.npr.org/waitwait,438.0
https://castbox.fm/channel/Learning-English-Conversations-id574385,Learning English Conversations,BBC Radio,526943.0,9529626.0,Everyday expressions and real English conversations to help make your everyday conversations easier. Find more at bbclearningenglish.comFollow us at bbc.co.uk/learningenglish/followus,731.0
https://castbox.fm/channel/The-Jordan-Harbinger-Show-id6180358,The Jordan Harbinger Show,Jordan Harbinger,509799.0,23034196.0,"(Apple's Best of 2018) In-depth conversations with people at the top of their game. Jordan Harbinger unpacks guests' wisdom into practical nuggets you can use to impact your work, life, and relationships. Learn from leaders (Ray Dalio, Simon Sinek, Mark Cuban), entertainers (Moby, Tip ""T.I."" Harris, Dennis Quaid), scientists (Neil deGrasse Tyson, Bill Nye), athletes (Kobe Bryant, Dennis Rodman, Tony Hawk) and an eclectic array of fascinating minds, from art forgers and arms traffickers to spies and psychologists.",1114.0
https://castbox.fm/channel/The-Tim-Ferriss-Show-id1059468,The Tim Ferriss Show,"Tim Ferriss: Bestselling Author, Human Guinea Pig",502224.0,9727489.0,"Tim Ferriss is a self-experimenter and bestselling author, best known for The 4-Hour Workweek, which has been translated into 40+ languages. Newsweek calls him ""the world's best human guinea pig,"" and The New York Times calls him ""a cross between Jack Welch and a Buddhist monk."" In this show, he deconstructs world-class performers from eclectic areas (investing, chess, pro sports, etc.), digging deep to find the tools, tactics, and tricks that listeners can use.",800.0
https://castbox.fm/channel/Dr.-Death-id1401843,Dr. Death,Wondery,493721.0,7891237.0,"We’re at our most vulnerable when we go to our doctors. But what happens when we can’t trust them? Dr. Death is the award-winning series hosted by Laura Beil, now in its fourth season: Bad Magic.Need more Dr. Death? With Wondery+, you can listen to all episodes, unlock exclusive content, get early access to upcoming episodes, and enjoy an always ad-free experience. Start your free trial in the Wondery App or visit wondery.com/links/dr-death/ now.When a charismatic young doctor announces revolutionary treatments for cancer and HIV, patients from around the world turn to him for their last chance. As medical experts praise Serhat Gumrukcu’s genius, the company he co-founded rockets in value to over half a billion dollars. But when a team of researchers makes a startling discovery, they begin to suspect the brilliant doctor is hiding a secret.Season 3: Paolo is a smart and handsome surgeon, renowned for his ability to perform surgeries that transform his patients’ lives. When television producer Benita covers him for a story, he’ll transform her life too, but not in the ways she expects. As Benita crosses professional lines to be with him, she learns how far Paolo will go to protect his secrets. And halfway around the world, four doctors at a prestigious medical institute make shocking discoveries of their own that call everything into question.Season 2: If someone you love is diagnosed with cancer you want them to get the best treatment from the best doctors. In 2013, patients in Michigan thought Farid Fata was that doctor. Between his prestigious education, years of experience and pleasant bedside manner, Fata was everything you could want in a doctor. But he was not who he appeared to be. From Wondery, this is the story of hundreds of patients in Michigan, a doctor, and a poisonous secret.Season 1: We’re at our most vulnerable when we go to our doctors. We trust the person at the other end of that scalpel. We trust the hospital. We trust the system. Christopher Duntsch was a neurosurgeon who radiated confidence. He claimed he was the best in Dallas. If you had back pain, and had tried everything else, Dr. Duntsch could give you the spine surgery that would take your pain away. But soon his patients started to experience complications, and the system failed to protect them. Which begs the question: who - or what - is that system meant to protect? From Wondery, the network behind the hit podcast Dirty John, Dr. Death is a story about a charming surgeon, 33 patients and a spineless system.",17.0
https://castbox.fm/channel/Monday-Morning-Podcast-id3689175,Monday Morning Podcast,All Things Comedy,491461.0,13580182.0,"Bill Burr rants about relationship advice, sports and the Illuminati.",1254.0
https://castbox.fm/channel/Huberman-Lab-id4758848,Huberman Lab,Scicomm Media,490563.0,8910236.0,"The Huberman Lab podcast is hosted by Andrew Huberman, Ph.D., a neuroscientist and tenured professor in the department of neurobiology, and by courtesy, psychiatry and behavioral sciences at Stanford School of Medicine. The podcast discusses neuroscience and science-based tools, including how our brain and its connections with the organs of our body control our perceptions, our behaviors, and our health, as well as existing and emerging tools for measuring and changing how our nervous system works.Huberman has made numerous significant contributions to the fields of brain development, brain function, and neural plasticity, which is the ability of our nervous system to rewire and learn new behaviors, skills, and cognitive functioning. He is a McKnight Foundation and Pew Foundation Fellow and was awarded the Cogan Award, given to the scientist making the most significant discoveries in the study of vision, in 2017. Work from the Huberman Laboratory at Stanford School of Medicine has been published in top journals, including Nature, Science, and Cell, and has been featured in TIME, BBC, Scientific American, Discover, and other top media outlets.In 2021, Dr. Huberman launched the Huberman Lab podcast. The podcast is frequently ranked in the top 10 of all podcasts globally and is often ranked #1 in the categories of Science, Education, and Health & Fitness.",277.0
https://castbox.fm/channel/The-Ramsey-Show-id4980669,The Ramsey Show,Ramsey Network,482864.0,46351163.0,The Ramsey Show believes you can build wealth and take control of your life—no matter what stupid mistakes you've made with money. Join as Dave Ramsey and his team of experts answer your questions on the top problems holding you back. Listen now or ask your question live by calling 888.825.5225 weekdays from 2–5 p.m. ET. Learn more at www.ramseysolutions.com,180.0
https://castbox.fm/channel/My-Dad-Wrote-A-Porno-id34179,My Dad Wrote A Porno,My Dad Wrote A Porno,473028.0,10008575.0,"Imagine if your Dad wrote a dirty book. Most people would try to ignore it and pretend it had never happened - but not Jamie Morton. Instead, he's decided to read it to the world in this award-winning comedy podcast. With the help of his friends, James Cooper and Alice Levine, Jamie will be reading a chapter each episode and discovering more about his father than he ever bargained for. Hosted on Acast. See acast.com/privacy for more information.",181.0
https://castbox.fm/channel/Making-Sense-with-Sam-Harris-id479313,Making Sense with Sam Harris,Waking Up with Sam Harris,457266.0,7394972.0,"Join neuroscientist, philosopher, and five-time New York Times best-selling author Sam Harris as he explores important and controversial questions about the mind, society, current events, moral philosophy, religion, and rationality—with an overarching focus on how a growing understanding of ourselves and the world is changing our sense of how we should live. Sam is also the creator of the Waking Up app. Combining Sam’s decades of mindfulness practice, profound wisdom from varied philosophical and contemplative traditions, and a commitment to a secular, scientific worldview, Waking Up is a resource for anyone interested in living a more examined, fulfilling life—and a new operating system for the mind. Waking Up offers free subscriptions to anyone who can’t afford one, and donates a minimum of 10% of profits to the most effective charities around the world. To learn more, please go to WakingUp.com. Sam Harris received a degree in philosophy from Stanford University and a Ph.D. in neuroscience from UCLA.",423.0
https://castbox.fm/channel/Redefiners-id6212750,Redefiners,Russell Reynolds Associates,449168.0,1688969.0,"Call them changemakers. Call them rule breakers. We call them Redefiners. And in this provocative podcast, we explore how daring leaders from across industries and around the globe are redefining their organizations—and themselves—to create extraordinary impact in today’s rapidly changing world.In each episode, Russell Reynolds Associates Leadership Advisor Hoda Tahoun and former CEO Clarke Murphy host engaging, purposeful conversations with leaders in and out of the business world who share their insights and perspectives on how they lead, boldly. You’ll come away with fresh ideas and tangible takeaways on how you can redefine your own leadership trajectory – no matter where you are on your journey. Our Hosts:Clarke Murphy Clarke Murphy is the former Chief Executive Officer of Russell Reynolds Associates and serves on the Board of Directors. Prior to his appointment as CEO, he was the Global Leader of the firm's CEO/Board Services Practice.​While at Russell Reynolds Associate​s, Clarke has conducted a number of significant projects in the industry, including Fortune 100 board searches and CEO successions. In addition, he has led notable searches in​​ the private equity industry including searches ​for the Carlyle Group and Warburg Pincus.Hoda TahounAs a leadership advisor and leader of the global Leisure & Hospitality Practice at RRA, Hoda Tahoun identifies, assesses, and develops dynamic C-suite leaders for global hospitality, travel, and leisure companies. Based in Miami, Hoda helps clients solve their most pressing leadership issues at the CEO, C-suite, and other executive-levels. She also advises clients on customer-centric, go-to-market leadership roles such as chief marketing officers and chief experience officers. Hoda is committed to reshaping the hospitality and leisure landscape to ensure it is an industry that leads with purpose, value, and wellbeing and continues to attract and retain talent across all facets of diversity.Hoda spent more than seven years working for a boutique executive search firm, rising to the title of principal where she worked closely with hotel management companies, cruise lines and private equity firms. Previously, Hoda was an assistant vice president at SHUAA Capital in Dubai where she led the firm’s investment banking efforts. She has also worked at American Express, Bank of America and Citi.",90.0
